name,lat,lon
THOMAS MEMORIAL HOSPITAL,38.35433885,-81.7271682690285
DAVIS MEDICAL CENTER,39.99261015,-83.0200474841634
ST FRANCIS HOSPITAL,32.50537845,-84.9597281860249
STONEWALL JACKSON MEMORIAL HOSPITAL,39.0474316,-80.4920953360085
OHIO VALLEY MEDICAL CENTER,40.0600746,-80.7216806
PRINCETON COMMUNITY HOSPITAL,37.3630614,-81.113549573959
FAIRMONT REGIONAL MEDICAL CENTER,39.48186935,-80.1650723045395
LOGAN REGIONAL MEDICAL CENTER,37.84613475,-81.994216234862
WHEELING HOSPITAL,40.05853955,-80.6845955206454
CABELL HUNTINGTON HOSPITAL INC,,
CAMDEN CLARK MEDICAL CENTER,39.270915,-81.5602255456298
BECKLEY ARH HOSPITAL,,
RALEIGH GENERAL HOSPITAL,37.7875865,-81.2018422928571
BLUEFIELD REGIONAL MEDICAL CENTER,37.255849,-81.2358418923402
WETZEL COUNTY HOSPITAL,39.68076845,-80.8497456868553
WILLIAMSON MEMORIAL HOSPITAL,37.67853835,-82.2725380295176
SUMMERSVILLE REGIONAL MEDICAL CENTER,38.29255215,-80.830087931749
WELCH COMMUNITY HOSPITAL,37.43909725,-81.5882680284493
CHARLESTON SURGICAL HOSPITAL,38.3435533,-81.6299480127228
"BROADDUS HOSPITAL ASSOCIATION, INC",,
WEBSTER COUNTY MEMORIAL HOSPITAL,38.4823515,-80.4106570828358
MINNIE HAMILTON HEALTH SYSTEM,38.92334025,-81.0920755546657
SISTERSVILLE GENERAL HOSPITAL,39.5586659,-81.0040005
ROANE GENERAL HOSPITAL,38.81274575,-81.3693803725575
GRAFTON CITY HOSPITAL,39.3437828,-80.0252043530342
BRAXTON COUNTY MEMORIAL HOSPITAL,38.66121605,-80.7485444386739
WAR MEMORIAL HOSPITAL INC,,
SUMMERS COUNTY ARH HOSPITAL,,
HAMPSHIRE MEMORIAL HOSPITAL,39.3332682,-78.6987185360919
PRESTON MEMORIAL HOSPITAL,39.4649358,-79.6774453814624
BOONE MEMORIAL HOSPITAL,38.0475923,-81.8065354148555
POCAHONTAS MEMORIAL HOSPITAL,38.20066415,-80.1089791034238
POTOMAC VALLEY HOSPITAL,39.40948505,-79.0032095766542
GRANT MEMORIAL HOSPITAL,39.0012298,-79.1371445366496
PLATEAU MEDICAL CENTER,37.97216965,-81.1498103761765
"MONTGOMERY GENERAL HOSPITAL, INC",,
JEFFERSON MEDICAL CENTER,39.29579855,-77.8585480901409
JACKSON GENERAL HOSPITAL,38.8228835,-81.7298947563821
ST JOSEPH HOSPITAL,52.47814205,13.3729493162937
MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT,,
MAYO CLINIC HLTH SYSTEM  FRANCISCAN MED CTR,,
WAUKESHA MEMORIAL HOSPITAL,43.01140045,-88.2430758637429
ST ELIZABETH HOSPITAL,44.2482993,-88.4040378
LAKEVIEW MEDICAL CENTER,36.6690711,-76.9471562
SACRED HEART HOSPITAL,53.6229813,-8.1840958043503
ST JOSEPHS HOSPITAL,33.4663468,-82.0176113789528
MINISTRY SAINT MARYS HOSPITAL,,
UNITED HOSPITAL SYSTEM,,
COLUMBIA ST MARYS HOSPITAL OZAUKEE,,
THE MONROE CLINIC,42.71663125,-89.4309858979118
ASPIRUS WAUSAU HOSPITAL,44.9656121,-89.6675414206522
ASPIRUS RIVERVIEW HOSPITAL & CLINICS INC,,
AURORA MEDICAL CTR MANITOWOC COUNTY,44.12663555,-87.6176148820314
AURORA SHEBOYGAN MEMORIAL MEDICAL CTR,43.77266535,-87.7104002013387
MINISTRY SAINT JOSEPHS HOSPITAL,,
AURORA MEDICAL CTR WASHINGTON COUNTY,43.31878325,-88.3624843367553
DIVINE SAVIOR HEALTHCARE,43.5659975,-89.4645320084911
ST NICHOLAS HOSPITAL,6.4492553,3.3976597614333
THEDACARE REGIONAL MEDICAL CENTER - NEENAH INC,,
MERCY MEDICAL CENTER OF OSHKOSH,44.01300775,-88.6002276659435
BELLIN MEMORIAL HOSPITAL,44.50273985,-88.0114646224278
COLUMBIA ST MARYS HOSPITAL MILWAUKEE,,
SSM HEALTH ST CLARE HOSPITAL - BARABOO,,
AURORA MEMORIAL HOSPITAL BURLINGTON,42.67276425,-88.2814021598964
OCONOMOWOC MEMORIAL HOSPITAL,43.10084575,-88.4872347640322
ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND,,
MERCY HEALTH SYSTEM CORP,,
MAYO CLINIC HEALTH SYSTEM IN EAU CLAIRE,,
FORT MEMORIAL HOSPITAL,,
ST VINCENT HOSPITAL,44.5003345,-88.0131464925457
BEAVER DAM COMMUNITY HOSPITAL,43.44816815,-88.8266265464606
WHEATON FRANCISCAN HEALTHCARE ST FRANCIS HOSPITAL,42.98575415,-87.9362157814473
SSM HEALTH ST MARY'S HOSPITAL - MADISON,,
GUNDERSEN LUTHERAN MEDICAL CENTER,43.7930709,-91.2466252449609
ST AGNES HOSPITAL,39.27154095,-76.6734578765273
UNITYPOINT HEALTH - MERITER,43.0656451,-89.40169350038
HOWARD YOUNG MEDICAL CTR,45.8935243,-89.7021490812586
SAUK PRAIRIE HOSPITAL,43.29376125,-89.7571361783959
WHEATON FRANCISCAN HEALTHCARE ALL SAINTS,,
ST MARYS HOSPITAL MEDICAL CTR,43.0592136,-89.4025028
UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,,
BELOIT MEMORIAL HOSPITAL,42.54820975,-89.0084168996475
AURORA LAKELAND MEDICAL CENTER,42.6614903,-88.496036752221
COMMUNITY MEMORIAL HOSPITAL,34.27396,-119.258205958436
HOLY FAMILY MEMORIAL,14.204277,121.161286735674
MILE BLUFF MEDICAL CENTER,43.78376455,-90.0742671269591
BAY AREA MEDICAL CENTER,45.06881985,-87.6448861680083
PHS INDIAN HOSPITAL AT PINE RIDGE,,
"ROY LESTER SCHNEIDER HOSPITAL,THE",18.3408976,-64.9147613235227
GOV JUAN F LUIS HOSPITAL & MEDICAL CTR,,
WATERTOWN REGIONAL MEDICAL CENTER,43.2000463,-88.6965379
WHEATON FRANCISCAN - ST JOSEPH,,
AURORA ST LUKES MEDICAL CENTER,,
AURORA WEST ALLIS MEDICAL CENTER,43.00089305,-88.0244055021089
THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC,,
FROEDTERT MEMORIAL LUTHERAN HOSPITAL,43.04139555,-88.0245561671473
AURORA MEDICAL CTR KENOSHA,42.5698312,-87.9355819755559
AURORA BAYCARE MEDICAL CTR,44.4765125,-87.9400317990479
ORTHOPAEDIC HOSPITAL OF WISCONSIN,43.0979876,-87.914855886763
COLUMBIA CENTER,47.60454285,-122.330718128018
OAKLEAF SURGICAL HOSPITAL,44.81503655,-91.45296185098
AURORA MEDICAL CTR OSHKOSH,44.02755895,-88.5955642752329
ST CLARES HOSPITAL OF WESTON,,
WHEATON FRANCISCAN HEALTHCARE FRANKLIN,42.86302565,-87.9537414994213
MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL,42.8602954,-87.9541229
AURORA MEDICAL CENTER,44.02755895,-88.5955642752329
AURORA MEDICAL CENTER,44.02755895,-88.5955642752329
SSM HEALTH ST MARY'S HOSPITAL - JANESVILLE,,
MINISTRY EAGLE RIVER MEMORIAL HOSPITAL,,
MAYO CLINIC HEALTH SYSTEM OAKRIDGE,44.57810325,-91.2126966451764
THEDACARE MEDICAL CENTER - WILD ROSE INC,,
GUNDERSEN ST JOSEPHS HOSPITAL AND CLINICS,,
MAYO CLINIC HLTH SYSTM FRANCISCAN HLTHCARE SPARTA,,
CHIPPEWA VALLEY HOSPITAL,44.6204697,-91.9609621967967
AMERY HOSPITAL & CLINIC,45.2978074,-92.3615993651742
MOUNDVIEW MEMORIAL HOSPITAL AND CLINICS,,
HSHS ST CLARE MEMORIAL HOSPITAL,,
OUR LADY OF VICTORY HOSPITAL,44.95322565,-90.9185571616052
MEMORIAL HOSPITAL OF LAFAYETTE COUNTY,42.6837137,-90.1098461284913
MINISTRY SACRED HEART HOSPITAL,,
MAYO CLINIC HEALTH SYSTEM  CHIPPEWA VALLEY,45.10217795,-91.5016678937705
MAYO CLINIC HEALTH SYSTEM  NORTHLAND,45.39757005,-91.8399323677912
GUNDERSEN TRI-COUNTY HOSPITAL AND CLINICS,,
CALUMET MEDICAL CENTER,44.0248888,-88.1532884474503
LADD MEMORIAL HOSPITAL,45.30168505,-92.699741275699
EDGERTON HOSPITAL AND HEALTH SERVICES,,
TOMAH MEMORIAL HOSPITAL,43.98392375,-90.5155659399068
RIPON MEDICAL CENTER,43.83433125,-88.8176349336919
GRANT REGIONAL HEALTH CENTER,42.84391845,-90.708637654283
MEMORIAL MEDICAL CENTER,37.66857995,-120.973379176588
"ASPIRUS MEDFORD HOSPITAL & CLINICS, INC",,
FLAMBEAU HOSPITAL,45.930772,-90.4406371857102
THEDACARE MEDICAL CENTER NEW LONDON,44.3812529,-88.7339471461295
WAUPUN MEMORIAL HOSPITAL,43.63208185,-88.745819040873
RUSK COUNTY MEMORIAL HOSPITAL,45.45484315,-91.1103080263685
ST MARYS HOSPITAL OF SUPERIOR,,
CROSSING RIVERS HEALTH MEDICAL CENTER,,
BURNETT MEDICAL CENTER,,
SPOONER HEALTH SYSTEM,,
BLACK RIVER MEMORIAL HOSPITAL,44.304379,-90.8550510799252
THEDACARE MEDICAL CENTER - WAUPACA INC,,
HUDSON HOSPITAL,44.95865605,-92.7171328623131
HAYWARD AREA MEMORIAL HOSPITAL,,
ST CROIX REGIONAL MEDICAL CENTER,45.4082702,-92.6418183851751
COLUMBUS COMMUNITY HOSPITAL,43.321845,-89.0351440006601
GOOD SAMARITAN HEALTH CENTER,40.7354693,-91.9689448
MAYO CLINIC HEALTH SYSTEM  RED CEDAR,44.88309945,-91.9014519331618
RICHLAND HOSPITAL,43.3393026,-90.3822036882877
INDIANHEAD MEDICAL CENTER SHELL LAKE,45.7422029,-91.9267732809318
STOUGHTON HOSPITAL,42.92078015,-89.2110180718142
GUNDERSEN BOSCOBEL AREA HOSPITAL AND CLINICS,,
WESTFIELDS HOSPITAL AND CLINIC,,
THEDACARE MEDICAL CENTER - SHAWANO INC,,
WESTERN WISCONSIN HEALTH,44.9413711,-92.3784994454827
VERNON MEMORIAL HOSPITAL,43.5514959,-90.8881203069043
RIVER FALLS AREA HOSPITAL,44.8648624,-92.6034578499153
ASPIRUS LANGLADE HOSPITAL,45.14112085,-89.1397469938999
REEDSBURG AREA MEDICAL CENTER,43.54995465,-89.9931125045484
UPLAND HILLS HEALTH,42.95120925,-90.1291656648998
CUMBERLAND MEMORIAL HOSPITAL,45.8560842,-63.6588957946773
SOUTHWEST HEALTH CENTER,42.7200207,-90.458173619122
THEDACARE MEDICAL CENTER - BERLIN INC,,
BELLIN HEALTH OCONTO HOSPITAL,44.89634095,-87.8658905432352
MERCY WALWORTH HOSPITAL & MEDICAL CENTER,,
MINISTRY DOOR COUNTY MEDICAL CENTER,,
MEMORIAL MEDICAL CENTER,37.66857995,-120.973379176588
CHILDRENS HOSPITAL OF WISCONSIN,,
CHILDRENS HOSPITAL OF WISCONSIN FOX VALLEY,,
CAMPBELL COUNTY MEMORIAL HOSPITAL,44.29024875,-105.518614759068
SHERIDAN MEMORIAL HOSPITAL,48.779182,-104.563190772906
SAGEWEST HEALTH CARE,43.0345921,-108.418858169374
MEMORIAL HOSPITAL SWEETWATER COUNTY,41.5847989,-109.235616487013
WYOMING MEDICAL CENTER,42.84778245,-106.30925523448
CHEYENNE REGIONAL MEDICAL CENTER,41.1404366,-104.816191172739
ST JOHNS MEDICAL CENTER,38.6454887,-90.4460795385316
IVINSON MEMORIAL HOSPITAL,41.312525,-105.555813324609
EVANSTON REGIONAL HOSPITAL,41.24322345,-110.990665031349
MOUNTAIN VIEW REGIONAL HOSPITAL,42.8408033,-106.225682410048
SUMMIT MEDICAL CENTER,37.82020895,-122.264928819458
ASPEN MOUNTAIN MEDICAL CENTER,41.6027016,-109.246597329914
SOUTH BIG HORN COUNTY CRITICAL ACCESS HOSPITAL,,
MEMORIAL HOSPITAL OF CONVERSE COUNTY,42.75884375,-105.380669385071
WESTON COUNTY HEALTH SERVICES,43.8477964,-104.188558862871
HOT SPRINGS COUNTY MEMORIAL HOSPITAL,43.6479841,-108.199730117125
PLATTE COUNTY MEMORIAL HOSPITAL,42.049808,-104.960885485951
WASHAKIE MEDICAL CENTER,44.012432,-107.949390279526
COMMUNITY HOSPITAL,35.37542055,-97.5704751265823
JOHNSON COUNTY HEALTHCARE CENTER,39.01137895,-94.730055115093
NORTH BIG HORN HOSPITAL DISTRICT,,
POWELL VALLEY HOSPITAL,,
CROOK COUNTY HOSPITAL,44.40895365,-104.374038512795
WEST PARK HOSPITAL DISTRICT,,
STAR VALLEY MEDICAL CENTER,42.7167154,-110.9299282
NIOBRARA HEALTH & LIFE CENTER,,
SOUTH LINCOLN MEDICAL CENTER - CAH,,
MEMORIAL HOSPITAL OF CARBON COUNTY,41.78723735,-107.261681434441
ST MARKS MEDICAL CENTER,,
MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD,30.0479115,-95.2591317355617
THE HOSPITAL AT WESTLAKE MEDICAL CENTER,30.2958856,-97.826026
HOUSTON PHYSICIANS' HOSPITAL,29.5341211,-95.126008081748
MAYHILL HOSPITAL,33.17651325,-97.0871662756667
UNIVERSITY GENERAL HOSPITAL,,
METHODIST MANSFIELD MEDICAL CENTER,32.56835315,-97.0944787187711
NORTH CYPRESS MEDICAL CENTER,29.924378,-95.6298689
THE HEART HOSPITAL BAYLOR PLANO,33.0147813,-96.7899585
ST LUKE'S PATIENTS MEDICAL CENTER,,
SCOTT & WHITE HOSPITAL-ROUND ROCK,,
SETON MEDICAL CENTER WILLIAMSON,30.56712315,-97.650807047541
CEDAR PARK REGIONAL MEDICAL CENTER,30.5326279,-97.8134444927696
TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,32.88484155,-96.4663641156056
"COOK CHILDRENS NORTHEAST HOSPITAL, LLC",,
USMD HOSPITAL  AT FORT WORTH LP,,
SIERRA PROVIDENCE EAST MEDICAL CENTER,,
NORTH CENTRAL SURGICAL CENTER LLP,,
ST LUKE'S SUGAR LAND HOSPITAL,,
FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO,29.5307325,-98.5904429177917
METHODIST STONE OAK HOSPITAL,29.61599705,-98.4746769333438
SETON MEDICAL CENTER HAYS,30.00838415,-97.8530695975246
EMERUS HOSPITAL,,
ST LUKES LAKESIDE HOSPITAL,,
BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,,
SOUTH TEXAS SURGICAL HOSPITAL,27.68576785,-97.3747627599133
BAYLOR EMERGENCY MEDICAL CENTER,33.22045125,-96.9134222824584
BAYLOR ORTHOPEDIC AND SPINE HOSPITAL AT ARLINGTON,,
TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,33.04549345,-97.0671047592396
METHODIST MCKINNEY HOSPITAL,33.17667075,-96.7228051251016
TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON,32.7487164,-97.1164531
HOPEBRIDGE HOSPITAL,29.65199895,-95.4778212254434
METHODIST HOSPITAL FOR SURGERY,32.9847567,-96.8295270758362
ST LUKE'S HOSPITAL AT THE VINTAGE,,
BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL AT SHERMA,,
HOUSTON METHODIST WEST HOSPITAL,29.78729135,-95.6981066923506
BAPTIST EMERGENCY HOSPITAL,29.57087295,-98.6490276745256
"LAKEWAY REGIONAL MEDICAL CENTER, LLC",,
SETON MEDICAL CENTER HARKER HEIGHTS,31.07255555,-97.6826383146996
BAYLOR SCOTT AND WHITE  MEDICAL CENTER  MCKINNEY,,
TEXAS GENERAL HOSPITAL,32.67971285,-95.7227654251023
TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,32.93060185,-97.3099866711644
BAYLOR SCOTT & WHITE EMERGENCY MEDICAL CENTER AT C,,
BAYLOR SCOTT & WHITE MEDICAL CENTER- COLLEGE STATI,,
NIX COMMUNITY GENERAL HOSPITAL,,
CRESCENT MEDICAL CENTER LANCASTER,32.6030469,-96.8126629463459
WALNUT HILL MEDICAL CENTER,,
"ASPIRE BEHAVIORAL HEALTH OF CONROE, LLC",,
LITTLE RIVER HEALTHCARE CAMERON HOSPITAL,,
EMERUS COMMUNITY HOSPITAL,,
"BAY AREA REGIONAL MEDICAL CENTER, LLC",,
BAYLOR EMERGENCY MEDICAL CENTER,33.22045125,-96.9134222824584
RESOLUTE HEALTH HOSPITAL,29.7205877,-98.0696427234768
EMIL J FREIREICH CANCER CENTER,,
"AD HOSPITAL EAST, LLC",,
MEDICAL CITY ALLIANCE,32.89968895,-97.3138050468374
PEARLAND MEDICAL CENTER,29.5779174,-95.3905254588954
BAYLOR EMERGENCY MEDICAL CENTER,33.22045125,-96.9134222824584
BAYLOR SCOTT & WHITE MEDICAL CENTER - MARBLE FALLS,30.51299185,-98.3039393707369
ALTUS BAYTOWN HOSPITAL,29.7704705,-94.9801918989903
CONTINUECARE HOSPITAL AT MEDICAL CENTER ODESSA,,
CUMBERLAND SURGICAL HOSPITAL,29.59076535,-98.59035775
WEIMAR MEDICAL CENTER,29.69390355,-96.7881142762262
CLEVELAND EMERGENCY HOSPTIAL,,
WISE HEALTH SYSTEM,33.21711275,-97.5938092068672
TEXAS GENERAL HOSPITAL- VZRMC LP,,
FIRST TEXAS HOSPITAL,30.001727,-95.5610001306878
LBJ TROPICAL MEDICAL CENTER,,
GUAM MEMORIAL HOSPITAL AUTHORITY,,
GUAM REGIONAL MEDICAL CITY,13.5256139,144.82266330746
COMMONWEALTH HEALTH CENTER,14.6969557,121.088183400512
THE HEART HOSPITAL BAYLOR DENTON,33.1766237,-97.0873769529617
PINE CREEK MEDICAL CENTER LLP,,
PARMER COUNTY COMMUNITY HOSPITAL,,
REAGAN MEMORIAL HOSPITAL,,
LIMESTONE MEDICAL CENTER,31.5327332,-96.5312760114298
SCHLEICHER COUNTY MEDICAL CENTER,30.87059285,-100.59181386882
BURLESON ST JOSEPH HEALTH CENTER,,
KIMBLE HOSPITAL,30.49868225,-99.7806163832543
IRAAN GENERAL HOSPITAL,30.91483125,-101.906881572548
YOAKUM COUNTY HOSPITAL,32.96879675,-102.835491704908
MCCAMEY HOSPITAL,31.11414215,-102.210850492819
BALLINGER MEMORIAL HOSPITAL,31.7501443,-99.9627681623418
SWEENY COMMUNITY HOSPITAL,29.0476994,-95.691717486891
RICE MEDICAL CENTER,29.5874691,-96.3451275479516
FISHER COUNTY HOSPITAL DISTRICT,,
WINKLER COUNTY MEMORIAL HOSPITAL,31.84953685,-103.090438334271
NORTH RUNNELS HOSPITAL,31.94941415,-99.9592988026776
MADISON ST JOSEPH HEALTH CENTER,,
REFUGIO COUNTY MEMORIAL HOSPITAL,28.30656555,-97.2801265618392
STONEWALL MEMORIAL HOSPITAL,33.15063525,-100.229175260189
MOTHER FRANCES HOSPITAL JACKSONVILLE,,
BAYSIDE COMMUNITY HOSPITAL,29.7526137,-94.6867785362061
GRIMES ST JOSEPH HEALTH CENTER,,
ROLLINS BROOK COMMUNITY HOSPITAL,,
LILLIAN M HUDSPETH MEMORIAL HOSPITAL,30.56362245,-100.634659875119
CONCHO COUNTY HOSPITAL,31.2214206,-99.8481788842276
CHILLICOTHE HOSPITAL DISTRICT,,
RICELAND MEDICAL CENTER,29.8197397,-94.3763832351634
RANKIN HOSPITAL MEDICAL CLINIC,,
MEDINA REGIONAL HOSPITAL,,
COON MEMORIAL HOSPITAL,36.0514884,-102.521512534022
PALACIOS COMMUNITY MEDICAL CENTER,28.7168263,-96.2142491249744
MARTIN COUNTY HOSPITAL DISTRICT,,
PARKVIEW HOSPITAL,38.2818777,-104.612632278799
MUENSTER MEMORIAL HOSPITAL,33.6535995,-97.3805842797445
W J MANGOLD MEMORIAL HOSPITAL,34.12708895,-101.440923218269
CULBERSON HOSPITAL,31.0489426,-104.827175695083
THROCKMORTON COUNTY MEMORIAL HOSPITAL,33.1899611,-99.1761863752186
SHAMROCK GENERAL HOSPITAL,35.19864075,-100.248208349748
HASKELL MEMORIAL HOSPITAL,33.1572698,-99.7444253377688
MITCHELL COUNTY HOSPITAL DISTRICT,,
ELECTRA MEMORIAL HOSPITAL,34.01821945,-98.9247446780676
HANSFORD COUNTY HOSPITAL,36.19036795,-101.19927270036
CROSBYTON CLINIC HOSPITAL,33.660742,-101.246120160888
YOAKUM COMMUNITY HOSPITAL,29.3074652,-97.1295992583234
COLEMAN COUNTY MEDICAL CENTER COMPANY,,
HEART OF TEXAS MEMORIAL HOSPITAL,31.11730645,-99.3469643620406
SWISHER MEMORIAL HOSPITAL,34.53618985,-101.75589277501
PLAINS MEMORIAL HOSPITAL,34.5561389,-102.315876940486
LYNN COUNTY HOSPITAL DISTRICT,33.16756305,-101.816061631718
HARDEMAN COUNTY MEMORIAL HOSPITAL,34.2965311,-99.7416169604371
CRANE COUNTY HOSPITAL DISTRICT,39.0880676,-94.5669407
HAMILTON HOSPITAL,,
COLLINGSWORTH GENERAL HOSPITAL,34.84878215,-100.2119851
MEMORIAL MEDICAL CENTER,37.66857995,-120.973379176588
LITTLE RIVER HEALTHCARE,30.6511155,-97.020312871663
MEMORIAL HOSPITAL,43.0444216,-91.1374010057121
OCHILTREE GENERAL HOSPITAL,36.3701311,-100.798723714855
CHI ST LUKES HEALTH MEMORIAL SAN AUGUSTINE,,
SABINE COUNTY HOSPITAL,31.33385155,-93.8630727196097
CLAY COUNTY MEMORIAL HOSPITAL,33.8143526,-98.1984581680526
JACKSON HEALTHCARE CENTER,42.33522635,-122.866879668712
OTTO KAISER MEMORIAL HOSPITAL,28.8500954,-97.8780133541929
SETON HIGHLAND LAKES,30.7331706,-98.2361172477458
COCHRAN MEMORIAL HOSPITAL,33.7198045,-102.757530025377
EAST TEXAS MEDICAL CENTER PITTSBURG,33.03355975,-94.9593987225138
GOLDEN PLAINS COMMUNITY HOSPITAL,35.6548488,-101.408871832971
TMC- BONHAM HOSPITAL,33.57834435,-96.1663040743184
SETON EDGAR B DAVIS HOSPITAL,29.6730456,-97.6546823814634
MULESHOE AREA MEDICAL CENTER,34.22138705,-102.728981151903
WARD MEMORIAL HOSPITAL,31.593764,-102.883487462951
BAYLOR SCOTT & WHITE MEDICAL CENTER -TAYLOR,30.5912354,-97.4149555453606
LIBERTY DAYTON REGIONAL MEDICAL CENTER,30.0690305,-94.798840384021
LAVACA MEDICAL CENTER,29.4574864,-96.9381914570796
REEVES COUNTY HOSPITAL DISTRICT,,
BIG BEND REGIONAL MEDICAL CENTER,30.38413605,-103.67032989305
CORYELL MEMORIAL HEALTHCARE SYSTEM,31.4347463,-97.7798984836588
EAST TEXAS MEDICAL CENTER QUITMAN,,
MOTHER FRANCES HOSPITAL- WINNSBORO,32.9447327,-95.3071428640759
COMANCHE COUNTY MEDICAL CENTER,31.98443565,-98.5618918524194
COGDELL MEMORIAL HOSPITAL,32.6874145,-100.917306681515
GOODALL WITCHER HOSPITAL,31.776399,-97.589347100347
MEMORIAL HOSPITAL,43.0444216,-91.1374010057121
UVALDE MEMORIAL HOSPITAL,29.2142047,-99.7683068730954
COOK CHILDRENS MEDICAL CENTER,,
DRISCOLL CHILDRENS HOSPITAL,,
CHILDRENS MEDICAL CTR OF DALLAS,,
TEXAS CHILDRENS HOSP,30.1723724,-95.4606595
COVENANT CHILDRENS HOSPITAL,,
OUR CHILDRENS HOUSE,32.79143955,-96.7832717427891
HEALTHBRIDGE CHILDRENS'S HOSPITAL OF HOUSTON,29.7326357,-95.5797147776146
DELL CHILDREN'S MEDICAL CENTER OF CENTRAL TEXAS,,
SHRINERS HOSPITALS FOR CHILDREN,45.50113735,-122.684383304988
SHRINERS HOSPITALS FOR CHILDREN,45.50113735,-122.684383304988
EL PASO CHILDREN'S HOSPITAL,31.771455,-106.4339563
TEXAS SCOTTISH RITE HOSPITAL FOR CHILDREN,32.8021218,-96.8149375129801
CHILDREN'S HOSPITAL OF SAN ANTONIO,29.42798785,-98.4992433058448
CHILDRENS MEDICAL CENTER PLANO,,
UTAH VALLEY HOSPITAL,40.2478922,-111.665692443828
SALT LAKE REGIONAL MEDICAL CENTER,40.7682218,-111.861078673146
MCKAY DEE HOSPITAL,41.18476105,-111.954082938365
OGDEN REGIONAL MEDICAL CENTER,41.16367875,-111.970604282456
LDS HOSPITAL,40.77906595,-111.879289133273
CEDAR CITY HOSPITAL,37.69959275,-113.066452568041
UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND CLINICS,,
INTERMOUNTAIN MEDICAL CENTER,40.65955675,-111.891159821401
CASTLEVIEW HOSPITAL,39.6046965,-110.832761725383
